ID,Fname,Lname,birthday,gender,nationality,experience,matches,wins,losses,awards,position,height,weight,shirtNumber,CoachID
12528,Domenic,Kemmet,30/09/1967,Male,CN,6,680,469,273,3,C,194,74,12,5502
12529,Gertrudis,Biagini,24/01/1962,Female,RS,11,202,301,366,9,SF,190,76,22,18990
12530,Willa,O'Meara,03/11/1975,Female,CH,28,484,356,160,8,PF,196,83,6,9159
12531,Grantley,Feeham,02/12/1971,Male,CU,39,232,401,470,6,SG,195,60,15,4168
12532,Katrine,Shipcott,28/09/1975,Female,GR,32,740,277,289,9,SG,194,90,31,18473
12533,Shanta,Sang,26/12/1975,Female,CN,6,123,164,103,7,PG,193,85,5,3490
12534,Early,Seebright,12/04/1964,Male,PH,30,138,426,87,2,SF,205,77,22,698
12535,Kris,Moxstead,27/09/1986,Male,CN,35,803,344,112,5,C,207,63,16,5073
12536,Jodi,Dellatorre,11/04/1980,Male,TH,16,33,136,143,7,PG,201,75,35,414
12537,Elenore,Blumfield,04/02/1964,Female,NP,39,886,11,309,7,SF,209,66,33,11374
12538,Puff,Shemming,17/10/1982,Male,TJ,10,171,476,264,10,PF,190,69,1,841
12539,Darius,Piaggia,18/05/1961,Agender,CO,36,691,169,402,2,PG,187,67,1,9043
12540,Omero,McCaughey,21/08/1986,Male,FI,39,343,408,403,9,C,200,72,8,4815
12541,Kyla,Preon,07/09/1972,Female,IE,13,884,428,102,5,PG,193,83,40,15379
12542,Stevy,Loisi,31/07/1978,Male,CR,23,118,206,110,1,SF,201,83,18,3551
12543,Dana,Seide,23/02/1975,Male,PE,16,757,216,366,1,PF,204,78,23,17878
12544,Fifine,Agett,22/04/1974,Female,AR,27,573,460,167,3,SF,200,68,8,1268
12545,Kelsey,Giovannelli,13/03/1984,Female,JP,16,42,207,401,4,C,205,80,18,14728
12546,Minor,Seeborne,08/03/1986,Genderfluid,ID,26,263,193,236,2,SF,187,78,4,8808
12547,Fulvia,Hedan,01/07/1972,Female,CN,36,66,115,107,4,PG,193,69,6,4577
12548,Terrance,Adamov,11/09/1965,Male,PT,36,650,214,152,7,PF,206,76,8,17537
12549,Gerald,Cunah,11/12/1972,Male,BY,34,781,84,191,8,PF,198,78,15,18711
12550,Stanley,Leavey,11/06/1989,Male,BY,37,931,157,350,10,PG,191,65,4,2576
12551,Doreen,Benediktovich,19/03/1966,Female,CN,27,770,316,90,5,C,206,60,9,9233
12552,Martynne,McClenaghan,17/02/1963,Female,CN,21,860,406,3,8,PF,195,80,7,8663
12553,Stirling,Frift,20/12/1965,Male,LT,35,416,11,43,6,PG,202,79,21,3733
12554,Olivette,Dyde,13/03/1977,Female,VE,36,365,328,483,5,SF,203,62,10,12464
12555,Barbara-anne,Barnhill,21/05/1972,Female,FR,36,148,71,313,1,SG,209,69,6,1661
12556,Katherina,Grumble,26/11/1960,Female,NP,34,69,20,6,5,SF,194,69,18,2807
12557,Nicolina,Lidierth,07/06/1988,Female,JP,38,271,385,382,4,SG,199,82,25,1468
12558,Gavra,Cords,30/11/1988,Female,PL,25,1,312,67,9,PF,201,69,32,16302
12559,Paco,Ridout,21/06/1961,Male,CN,39,329,445,295,6,SF,202,67,24,3372
12560,Arleen,Beswick,29/12/1971,Female,PH,7,798,127,75,6,SF,198,75,34,10330
12561,Andree,Littrell,24/04/1983,Female,NL,6,743,369,95,2,SG,188,90,31,5865
12562,Shelli,Krink,20/07/1978,Female,ID,37,160,319,435,8,SF,197,70,27,8985
12563,Franny,Victory,25/08/1963,Female,PE,35,937,73,294,5,PG,195,83,12,18835
12564,Kris,Tyndall,17/05/1987,Male,RU,25,847,299,44,5,SG,189,87,27,4416
12565,Peter,Ilett,17/04/1977,Male,PT,20,36,77,151,5,PF,196,81,31,11590
12566,Ryun,Piatto,25/04/1970,Male,PH,4,593,101,215,9,SF,195,76,31,2178
12567,Riordan,Poel,10/11/1982,Male,LK,9,364,15,48,4,C,194,86,1,4744
12568,Stefanie,Jonson,25/07/1960,Female,PK,37,155,466,107,1,PF,204,83,39,8392
12569,Stefa,Andreia,10/04/1969,Female,PL,19,12,208,250,8,PF,195,84,31,5478
12570,Evie,Caws,24/04/1970,Female,CN,28,780,245,320,10,SG,196,67,35,12096
12571,Cointon,Toulch,20/01/1983,Male,SE,37,904,209,5,6,C,189,74,2,6485
12572,Jeanna,MacCartney,25/08/1976,Female,FR,4,765,56,38,5,SG,195,79,34,6438
12573,Martguerita,Dole,13/09/1967,Female,ID,38,19,113,108,5,SF,198,86,33,12221
12574,Tish,Meecher,02/10/1965,Female,FR,5,482,52,244,2,SF,198,63,12,6397
12575,Gilly,Antoni,01/11/1962,Bigender,GR,23,399,411,350,5,C,191,70,6,8494
12576,Thebault,Storms,18/02/1964,Male,PH,9,341,335,178,3,SF,209,81,30,9341
12577,Debee,Simioli,07/12/1975,Female,MX,23,724,300,20,7,SF,195,83,37,8944
12578,Hazel,Drewes,21/11/1980,Female,CN,4,826,451,269,9,C,202,86,11,19106
12579,Jessi,Foyle,12/05/1976,Female,CN,4,344,396,238,1,C,209,87,10,802
12580,Markos,Di Ruggero,14/05/1978,Male,RU,15,350,227,312,2,PF,204,61,36,3109
12581,Michaella,Aylen,17/12/1982,Female,CN,13,800,302,182,3,PG,199,87,36,9565
12582,Bearnard,Melton,10/06/1962,Male,RU,9,33,2,97,7,PG,206,64,5,15108
12583,Davie,Lugard,22/02/1985,Male,ID,25,866,358,289,8,C,196,62,28,9832
12584,Penn,Behnecken,18/10/1975,Male,CL,14,493,385,3,1,C,187,61,10,9137
12585,Kellby,Lipyeat,31/07/1963,Agender,SI,36,824,170,114,5,SF,197,60,3,781
12586,Jordanna,Mousby,10/08/1985,Female,US,25,473,188,445,3,PF,203,64,30,6607
12587,Burtie,Raund,18/04/1966,Male,IR,7,474,196,130,10,SG,205,62,20,5862
12588,Matthew,Frain,16/08/1977,Male,ID,9,764,167,479,8,C,194,67,13,2019
12589,Celinda,Mailey,14/12/1975,Female,ZA,9,478,346,228,5,C,193,71,27,11613
12590,Lita,Tivers,04/09/1984,Female,GR,37,322,190,217,1,SG,195,67,33,12116
12591,Elladine,Madle,23/09/1971,Female,ZM,3,115,372,36,6,C,205,90,14,11961
12592,Hermie,Boyse,13/11/1978,Male,MN,2,245,332,202,6,C,195,77,1,5275
12593,Tamqrah,Millimoe,02/10/1976,Female,CN,39,270,129,365,8,C,202,62,8,11860
12594,Yorgos,Edscer,19/02/1980,Male,ID,33,638,87,332,3,SG,189,87,7,18203
12595,Thurstan,Sheward,18/10/1967,Male,CN,15,223,392,45,7,SF,201,84,34,2523
12596,Wynnie,Coolahan,23/12/1972,Female,CN,13,901,200,24,6,SF,196,83,30,1352
12597,Curcio,Layfield,08/01/1986,Male,PS,1,218,256,460,9,SF,195,71,2,12293
12598,Rollin,Kindon,28/03/1974,Male,RU,4,476,376,279,5,C,185,87,20,15643
12599,Beulah,Wrighton,13/12/1983,Female,AR,4,246,21,434,1,SF,205,76,27,443
12600,Zoe,Lardge,03/02/1965,Female,SA,14,677,471,424,9,PG,206,72,6,3706
12601,Merridie,Chappell,06/06/1977,Female,CO,19,528,82,80,2,C,210,67,34,18160
12602,Julia,Haquard,18/06/1965,Female,CL,36,196,98,170,10,SG,201,83,17,4778
12603,Trstram,Botham,09/12/1965,Male,FR,13,711,18,419,10,PF,200,72,25,8956
12604,Marcellus,Pringell,23/07/1981,Polygender,UA,27,430,212,69,4,PF,201,62,26,19589
12605,Brandea,Di Gregorio,17/05/1962,Female,UA,22,119,167,185,4,PG,194,71,25,18150
12606,Waite,Springtorpe,17/08/1976,Male,CN,29,687,245,114,8,SG,189,84,17,3264
12607,Karie,Isoldi,21/11/1978,Female,PH,4,795,17,9,7,PG,203,75,2,15837
12608,Hashim,Antusch,31/03/1961,Agender,CN,25,655,213,184,6,SG,187,83,1,5632
12609,Shellie,Jowle,22/07/1961,Female,CN,27,225,115,116,1,SF,189,61,22,1360
12610,Carmela,Fenning,05/11/1970,Female,US,27,630,448,336,9,PG,199,78,28,3111
12611,Klemens,Gerrels,05/07/1967,Male,ID,22,643,398,74,8,PG,200,79,1,17854
12612,Marketa,Peyzer,01/01/1977,Female,CN,21,711,286,224,5,SF,195,64,7,4847
12613,Geraldine,Crackett,24/01/1968,Female,ID,39,166,185,498,3,SF,205,72,12,2273
12614,Kara-lynn,Silverstone,07/11/1971,Female,UA,2,221,143,437,8,PG,190,73,18,7278
12615,Carolyn,Egan,06/10/1969,Female,CN,12,236,330,80,9,C,202,71,13,9530
12616,Yoshi,Havers,07/10/1978,Female,FR,20,254,253,306,7,PF,189,90,29,8297
12617,Rena,Pavlovic,07/08/1975,Female,ID,33,303,257,191,5,PG,190,60,21,8497
12618,Devlin,Glader,09/12/1965,Male,KZ,29,776,427,298,9,C,204,90,38,13793
12619,Vallie,Metson,18/04/1972,Female,FR,30,442,118,402,4,SG,194,85,37,9162
12620,Aguie,Gilbart,29/03/1971,Male,PH,3,805,344,57,6,SG,196,62,23,13950
12621,Zach,Lowdyane,24/08/1985,Male,CN,13,145,161,340,8,PF,210,80,20,10336
12622,Kaleb,Westfalen,24/06/1969,Male,BR,18,36,86,404,3,PG,209,86,9,10340
12623,Wrennie,Swigger,16/11/1969,Female,PH,6,39,454,177,10,PF,200,69,40,13372
12624,Isidor,Vispo,05/04/1960,Non-binary,BD,1,479,28,350,4,C,196,87,28,14260
12625,Karolina,Starten,17/09/1968,Female,RU,7,731,436,37,7,PG,200,87,27,4913
12626,Berk,Pentland,03/11/1974,Male,PL,38,171,473,495,9,PF,202,65,32,5975
12627,Andros,Adhams,13/02/1986,Male,NL,4,689,56,113,9,PG,185,68,26,12661
12628,Charity,Renshall,28/08/1987,Non-binary,ID,30,306,189,256,9,SG,203,83,31,17542
12629,Jo-ann,Barks,11/05/1983,Female,KP,19,322,452,12,2,C,210,71,33,17898
12630,Constantine,Ransley,06/12/1971,Male,SE,11,236,278,10,2,PF,205,69,39,4784
12631,Shelley,Penwarden,18/07/1988,Female,ID,19,157,337,481,8,SG,210,65,13,3485
12632,Shamus,Moizer,30/12/1977,Male,SD,30,931,386,209,1,PF,194,88,11,4283
12633,Ora,Tangye,28/09/1973,Genderqueer,PT,38,55,8,227,2,PG,197,82,19,18518
12634,Petrina,Merrikin,27/11/1960,Female,CA,24,839,253,234,8,SF,197,85,38,13593
12635,Clement,De Antoni,12/03/1983,Male,VN,33,978,418,86,1,PF,185,79,14,2421
12636,Charo,Beevor,22/06/1965,Female,UA,9,564,54,207,2,SG,198,74,24,14629
12637,Armin,Raiker,04/07/1960,Male,ID,13,443,407,42,10,PG,202,86,10,11522
12638,Tanhya,Landman,18/05/1972,Female,PL,36,750,337,306,5,C,196,79,29,16103
12639,Christiana,Buckler,21/10/1962,Female,RU,29,30,237,401,10,PF,193,64,31,19805
12640,Glenda,Greenhalf,25/06/1981,Female,RU,19,32,128,417,5,SG,198,69,32,14702
12641,Merell,De Bruyn,28/06/1989,Male,RU,32,400,105,2,3,SF,187,88,6,8998
12642,Moore,Maffeo,12/04/1989,Male,JP,3,755,293,461,7,PF,192,70,32,8976
12643,Julietta,Laugier,25/01/1971,Female,AR,31,926,306,433,6,PF,201,63,31,10608
12644,Irwin,Pannett,20/01/1973,Male,CN,5,282,447,294,5,C,203,89,39,1221
12645,Ambros,Garnall,02/10/1985,Male,ES,10,493,197,370,10,SF,197,65,4,18096
12646,Donovan,Coverly,14/08/1975,Male,PL,30,695,284,165,1,PG,199,64,21,12706
12647,Hunfredo,Cumber,07/04/1964,Male,BD,12,142,442,203,2,C,205,75,14,3007
12648,Abbott,Agiolfinger,18/04/1963,Male,PL,9,117,155,243,10,PG,206,86,2,14446
12649,Antonino,Ronchka,29/01/1988,Male,CN,8,923,13,173,4,C,187,84,15,1939
12650,Lorenza,Morrish,31/01/1968,Female,PT,7,923,77,178,9,PF,200,75,15,1080
12651,Heidi,Lamerton,04/04/1978,Female,CN,39,47,457,97,7,PF,207,78,28,9669
12652,Clarice,Udey,06/08/1964,Female,CN,4,478,156,71,4,SG,186,82,28,8926
12653,Fritz,Wormell,03/06/1978,Agender,PK,16,627,287,20,6,SG,200,64,29,2850
12654,Traver,Ridgeway,22/01/1980,Male,PL,37,616,289,335,3,SG,199,66,33,14229
12655,Kathy,Brilon,10/06/1981,Female,JP,28,2,229,493,4,SF,188,81,28,18312
12656,Windham,Kite,21/06/1982,Male,CM,13,798,58,376,5,C,201,83,14,16863
12657,Leticia,Flegg,01/03/1974,Female,UA,10,740,371,338,4,SF,186,88,20,6278
12658,Jilli,Stower,20/03/1969,Female,PY,32,366,335,442,1,SG,205,71,34,16937
12659,Wash,Crothers,27/12/1985,Male,CO,32,905,394,342,6,C,193,72,4,4559
12660,Ceciley,Capey,18/02/1963,Female,SE,19,882,461,342,3,PG,210,67,10,5356
12661,Emelen,Goudman,17/08/1961,Male,CN,20,83,341,227,3,SG,187,81,34,16248
12662,Nicolas,Boydle,28/07/1979,Male,CN,8,863,98,445,7,PG,189,73,1,10526
12663,Tabina,Dellow,06/01/1976,Female,BR,17,645,321,26,6,SG,207,66,15,18304
12664,Olly,Brockman,29/04/1969,Male,PH,17,129,10,85,6,SF,189,75,38,8646
12665,Jenelle,Alywin,05/11/1984,Genderqueer,CO,19,753,308,288,8,SG,210,82,24,19606
12666,Lilias,Hansard,22/12/1964,Female,CN,5,800,290,372,3,PF,190,64,2,14493
12667,Vance,Adel,26/12/1987,Male,PH,16,153,62,477,1,PF,199,89,21,4720
12668,Hobart,Pimbley,08/09/1967,Male,BR,33,426,152,211,9,PF,187,72,1,1871
12669,Gary,Camell,10/08/1973,Male,ZA,6,776,433,177,9,PG,193,69,19,19202
12670,Alleyn,Averay,12/12/1979,Male,ZA,40,635,203,499,1,PG,191,83,28,9615
12671,Lonny,Gladtbach,21/01/1968,Genderqueer,CN,9,349,376,458,8,C,192,89,39,909
12672,Chelsey,Steen,31/01/1972,Female,SI,18,486,90,102,10,C,201,64,13,19833
12673,Earlie,Bullene,10/02/1971,Male,RU,40,390,146,458,10,SG,189,82,32,14850
12674,Killie,Coghlin,03/10/1971,Male,ID,27,67,375,345,1,PG,185,78,25,11919
12675,Shirley,Leathe,30/04/1985,Female,ZA,16,769,177,307,9,SF,196,83,9,1263
12676,Odette,Bonnin,18/04/1978,Female,RU,28,734,311,372,9,C,190,69,19,10466
12677,Salvidor,Shaplin,30/11/1962,Male,MG,19,808,211,169,2,PF,209,61,3,7155
12678,Barbara,Matysiak,08/08/1973,Female,AR,17,868,499,40,5,SF,202,70,37,11384
12679,Brita,Goodlife,25/05/1961,Female,CN,38,896,197,4,3,SF,190,61,10,14436
12680,Saxon,Ferrea,07/05/1974,Male,PH,26,534,414,309,5,PG,206,80,15,6332
12681,Theodore,Cuerda,14/01/1963,Male,BB,30,95,133,174,3,PG,185,65,31,4558
12682,Becky,Van Waadenburg,08/08/1983,Female,CN,29,180,340,462,1,PF,192,85,8,532
12683,Bobbee,Karlolak,26/06/1983,Female,ID,26,659,418,377,8,PG,206,89,36,7895
12684,Stephanus,Youdell,12/06/1988,Male,RS,35,565,69,177,9,SG,187,68,29,12763
12685,Adolpho,Deroche,28/11/1989,Bigender,US,34,89,87,227,5,SF,188,75,18,13372
12686,Ethelind,Samet,28/11/1989,Female,SY,31,135,44,383,6,SF,209,62,38,1905
12687,Averil,McCullagh,28/09/1975,Female,SE,39,912,293,419,8,SF,206,78,4,14681
12688,Sarge,Boissieux,04/06/1967,Genderfluid,TH,22,958,201,263,1,SG,204,62,23,5386
12689,Beniamino,Smitton,25/01/1961,Male,AL,20,787,484,453,7,PG,189,69,31,7604
12690,Bogey,Trodd,13/10/1984,Male,IR,13,898,437,467,4,PF,200,73,33,9470
12691,Missie,Fleckno,20/06/1980,Female,ID,30,41,271,452,9,PF,185,70,26,6619
12692,Dyan,Stobbs,09/01/1974,Female,CN,24,439,253,444,5,C,207,64,4,4103
12693,Gladi,Boyer,01/02/1973,Female,TH,8,457,88,456,4,C,205,87,31,19756
12694,Lila,Carruthers,22/07/1972,Female,TH,23,50,376,466,4,SF,187,70,27,10299
12695,Erie,Trenear,24/09/1965,Male,ID,38,778,148,96,5,SF,196,78,23,6816
12696,Ulick,Simoneton,31/07/1977,Male,BR,28,496,149,128,1,SF,194,64,35,17225
12697,Lionel,Rosenblad,02/09/1972,Male,HN,34,882,476,423,1,SG,197,64,28,7579
12698,Mahala,Bromwich,15/03/1978,Female,CZ,33,231,142,132,5,PF,198,76,24,2648
12699,Shaylah,Rowett,12/03/1961,Female,CO,31,879,336,90,5,C,190,64,39,7841
12700,Fred,Gaughan,19/09/1989,Male,US,27,927,122,376,9,PF,186,69,25,1477
12701,Florian,Conen,26/08/1980,Male,PE,2,967,172,466,10,C,201,87,24,19477
12702,Bartholomew,Lush,07/07/1964,Male,PL,26,779,318,10,4,PF,206,86,11,15565
12703,Cosetta,Mantram,15/01/1967,Female,MX,35,83,128,306,5,C,203,61,2,16153
12704,Codie,Elener,24/06/1984,Male,CN,9,590,309,432,7,SF,192,75,26,4397
12705,Dore,Howgill,10/01/1967,Female,PH,26,406,496,458,9,SG,200,87,33,16945
12706,Lyndsay,Mattholie,26/11/1960,Female,NZ,3,181,62,118,5,C,207,70,17,7674
12707,Clare,Kembry,11/08/1966,Non-binary,SE,14,429,93,283,7,SG,187,83,12,14308
12708,Richart,Swett,22/08/1980,Male,CN,33,118,474,172,7,PF,209,78,35,1618
12709,Tiphany,Knivett,26/04/1970,Female,CN,39,169,408,278,10,PG,191,67,15,14895
12710,Tarrance,Rebert,31/10/1966,Male,CN,40,892,328,238,9,PF,199,67,23,14724
12711,Benedetta,Lace,02/04/1966,Female,UA,22,93,373,204,1,PF,198,67,22,7068
12712,Maribeth,Ouldcott,14/12/1962,Female,ID,6,344,79,349,4,PG,196,64,34,1291
12713,Thorny,Topp,25/07/1960,Genderqueer,PH,10,429,446,30,3,PF,201,85,37,15296
12714,Berne,Yansons,09/02/1982,Male,IR,22,147,283,81,1,PF,201,88,38,12626
12715,Sissy,Allcott,05/09/1973,Female,AF,18,280,303,297,10,PF,209,71,24,9705
12716,Sigismundo,Troop,08/09/1984,Bigender,BR,6,61,281,295,5,C,204,71,34,4731
12717,Lew,Holttom,09/12/1972,Male,SD,28,27,52,210,5,PF,207,64,40,13224
12718,Branden,Ogelbe,12/09/1978,Male,PH,9,13,202,277,10,PF,207,80,7,2210
12719,Florry,Prewer,01/11/1960,Bigender,MZ,5,434,327,444,8,PF,188,70,18,6281
12720,Candi,Ervin,01/05/1988,Female,PT,40,982,48,20,6,PG,191,82,3,5864
12721,Merissa,Trustey,19/08/1973,Female,CA,2,506,428,119,5,PG,185,77,11,14963
12722,Johnnie,Farington,21/12/1977,Genderqueer,PT,39,882,299,251,7,PF,209,84,29,8322
12723,Brok,Blackater,01/03/1980,Genderfluid,GR,28,318,345,126,3,PG,193,67,5,6351
12724,Granny,Turone,26/07/1973,Male,ID,9,23,397,151,2,PG,199,86,10,7033
12725,Herman,Worster,18/12/1981,Male,BR,30,931,33,365,1,SF,203,88,7,16211
12726,Chantal,Else,23/03/1972,Female,CN,20,908,249,422,9,SG,205,65,28,9493
12727,Filip,Flancinbaum,27/01/1987,Male,CN,16,159,134,452,9,SG,194,74,1,3306
12728,Jilly,Sarfati,19/12/1978,Female,CN,13,183,346,257,9,PG,185,69,34,19561
12729,Erminia,Beckerleg,13/05/1962,Female,ID,22,87,219,23,1,PF,192,62,4,5331
12730,Cointon,Cleef,10/04/1983,Male,RU,13,662,51,28,6,PF,203,85,34,1471
12731,Letti,Cartlidge,17/01/1979,Female,CN,14,197,153,362,8,C,193,66,26,11209
12732,Gonzalo,Salvin,28/05/1972,Male,AR,37,597,151,310,6,C,209,80,31,19624
12733,Romona,Lauret,11/04/1972,Female,RS,10,550,209,149,9,PF,193,64,27,4410
12734,Bee,Dudgeon,07/12/1972,Female,ID,17,442,457,389,3,SG,187,73,7,17869
12735,Woodie,Ravilus,05/10/1975,Male,ID,20,139,183,465,7,C,205,78,32,19348
12736,Molly,Kezor,14/04/1976,Female,ID,33,369,444,460,5,PF,194,84,7,1582
12737,Kellby,Rothschild,19/07/1986,Male,KR,32,822,302,201,4,C,202,87,29,9842
12738,Kingsley,Danilyak,07/05/1978,Male,RU,16,939,120,115,5,C,191,85,11,18928
12739,Giavani,Petrulis,10/07/1983,Male,SD,12,561,111,85,7,C,186,85,29,19412
12740,Darleen,Nelius,27/02/1985,Female,CN,25,748,133,44,2,PG,186,65,37,10079
12741,Gena,Milberry,15/01/1961,Female,ID,9,844,96,235,4,PG,194,70,6,7739
12742,Mikey,Towhey,03/12/1963,Male,CN,10,53,424,2,4,C,190,79,14,7307
12743,Dru,Blenkinsopp,02/06/1975,Female,CN,36,371,247,1,10,SF,185,63,37,3333
12744,Elly,Trulock,07/04/1979,Genderfluid,RU,32,442,441,147,1,PG,206,81,17,7078
12745,Erina,Petrosian,29/06/1984,Female,IL,12,929,172,289,1,PG,187,83,28,18463
12746,Barnett,Petrashkov,17/10/1966,Male,JP,19,953,473,118,2,SF,189,81,1,19978
12747,Corbie,Elford,21/10/1966,Male,CN,29,427,125,250,1,C,193,81,33,8920
12748,Gunner,Phillipson,13/09/1976,Male,NP,1,202,383,270,2,PG,208,89,16,2028
12749,Gardy,Ellershaw,27/06/1975,Male,VE,3,714,312,216,3,PF,201,85,9,6002
12750,Filip,Keenan,25/11/1978,Male,US,28,575,254,336,9,PF,208,60,26,7676
12751,Jandy,Northedge,17/04/1970,Female,CN,13,987,227,272,7,SG,186,86,19,7951
12752,Ogdon,Ulrik,01/03/1989,Male,RU,33,23,238,152,9,PF,199,85,5,3516
12753,Codie,Lithcow,14/11/1987,Female,ID,12,599,195,31,7,PF,203,67,31,2949
12754,Rriocard,Gyde,16/02/1985,Male,CN,22,684,367,394,2,SG,198,87,5,14363
12755,Monte,Regler,26/01/1979,Male,PH,29,143,140,237,10,SG,194,76,14,14658
12756,Gustav,Loreit,15/10/1973,Male,PH,7,729,279,287,3,SG,201,65,15,13557
12757,Anette,Sabberton,10/04/1964,Female,ID,2,844,1,498,2,PG,209,72,19,17488
12758,Keven,Hamlen,30/09/1980,Male,CO,6,510,424,490,6,C,188,90,9,11357
12759,Antonius,Burfoot,17/06/1976,Male,ID,36,195,123,458,9,SF,191,62,11,11964
12760,Erick,Deares,10/04/1983,Bigender,AM,20,926,496,492,2,PF,190,75,15,276
12761,Jasen,Lummis,15/06/1981,Non-binary,PL,17,138,203,382,3,C,207,75,38,8439
12762,Grier,Tabard,15/12/1972,Female,JP,26,441,112,84,9,PF,199,65,39,12070
12763,Katha,Diable,31/07/1974,Female,PH,21,170,270,342,8,SF,197,69,11,10890
12764,Jodi,Hatcher,03/03/1985,Non-binary,FI,26,898,246,256,5,SG,197,68,8,8570
12765,Filberto,Fairtlough,29/10/1962,Male,SE,22,773,251,181,9,C,208,85,18,11600
12766,Abran,Rennison,07/02/1988,Male,CL,32,274,280,141,5,SF,187,84,27,3978
12767,Luci,Purkis,15/04/1989,Female,BR,18,994,480,5,9,PF,209,67,28,17277
12768,Briny,Keyser,26/06/1961,Agender,CN,30,230,66,294,4,SG,185,74,13,17438
12769,Carry,Benzie,27/05/1966,Female,PH,3,85,367,100,8,PG,210,61,22,17132
12770,Essy,Stirtle,18/05/1982,Female,DO,39,530,327,419,6,PG,210,74,16,12211
12771,Joel,Comber,27/03/1980,Male,CN,37,29,6,322,3,C,205,61,26,15939
12772,Milly,Ludee,11/09/1963,Female,ID,19,315,401,159,10,C,191,67,5,9262
12773,Bogey,Bowerman,13/09/1961,Male,NO,21,9,87,315,5,PF,196,63,7,12742
12774,Sibelle,Bigrigg,01/03/1987,Female,MZ,33,453,52,90,1,PG,197,69,30,17274
12775,Elinor,Rahl,20/01/1986,Female,MX,25,527,68,20,9,SG,206,88,21,5839
12776,Elinor,Eite,04/06/1967,Female,SA,25,579,255,166,2,PG,200,70,7,17487
12777,Lotta,Dennidge,25/04/1968,Female,PT,15,737,290,8,8,PF,197,70,29,12582
12778,Salvidor,Lankford,11/10/1982,Male,CN,40,274,292,350,7,PG,194,67,10,7636
12779,Charmine,Waggett,01/01/1979,Female,CA,11,599,124,189,6,C,193,78,30,15664
12780,Lydia,Jeffers,29/03/1963,Female,AF,11,507,455,243,2,SF,197,63,34,13557
12781,Phil,Cheyenne,08/08/1972,Female,CN,8,711,132,304,2,PG,205,87,5,6706
12782,Marisa,Chettoe,21/11/1988,Female,ME,13,611,258,441,5,PF,191,85,9,16791
12783,Bridgette,Calcraft,24/10/1976,Female,PK,3,418,323,217,10,SF,196,62,3,5739
12784,Gregoire,Trathen,04/12/1982,Male,PH,15,545,209,370,9,PG,206,79,23,2650
12785,Happy,Ellesmere,12/06/1976,Female,AM,40,7,310,2,1,SF,199,75,16,16491
12786,Jillian,Coghlan,17/11/1986,Female,CN,3,162,241,441,7,SG,200,79,18,7111
12787,Keslie,Jardein,09/12/1970,Female,PL,31,828,481,372,10,C,195,74,20,15763
12788,Garey,Phillput,15/01/1965,Male,MA,6,106,298,135,8,C,202,88,37,10573
12789,Andrew,Deverock,02/05/1980,Male,AW,19,814,499,433,1,PG,187,73,6,18270
12790,Kyla,Bohea,24/05/1982,Female,PH,17,764,265,451,10,SF,199,67,30,19498
12791,Angelica,Stellman,12/12/1966,Female,PK,9,15,103,114,2,SG,201,87,27,18542
12792,Fabio,Roaf,29/09/1976,Male,VE,5,983,397,10,8,SG,197,62,16,17530
12793,Vallie,Conan,04/05/1970,Female,RU,7,87,51,159,8,C,204,77,27,3747
12794,Hew,Jolley,04/08/1974,Male,CN,4,597,433,326,9,SF,208,90,23,16452
12795,Oliver,Goodinson,23/12/1980,Male,CO,25,139,99,180,3,C,204,70,13,9929
12796,Jolyn,Kinvan,09/11/1964,Female,FI,13,277,136,298,7,SF,195,70,34,15598
12797,Arte,Traise,15/03/1978,Male,PT,11,518,9,29,4,PF,195,81,3,6566
12798,Cherlyn,Shieber,26/06/1986,Female,SE,10,253,147,378,10,C,199,69,38,13571
12799,Freedman,Forestel,15/12/1985,Male,TH,4,646,200,130,10,PG,185,79,7,2757
12800,Dotti,O'Currine,08/11/1969,Female,AL,33,498,170,79,2,C,188,83,15,15271
12801,Ruttger,Clemetts,25/11/1977,Non-binary,PL,26,741,92,222,4,PG,209,75,35,17754
12802,Cyb,Cholomin,24/01/1974,Female,CD,33,217,423,434,4,C,189,79,20,9062
12803,Agace,Sallenger,06/11/1976,Female,ID,28,386,73,221,10,SG,207,71,10,12473
12804,Siward,Weaben,03/05/1978,Male,AR,23,872,481,68,5,PG,194,85,38,14569
12805,Sharl,Ghilks,03/11/1984,Female,ID,4,597,365,36,2,SG,207,78,36,19503
12806,Andre,Towsey,26/01/1987,Male,PK,39,61,218,484,6,PF,198,76,35,18918
12807,Courtenay,Bamforth,22/12/1968,Female,UA,30,302,136,80,5,PG,198,66,6,1475
12808,Rosina,Gert,05/03/1960,Female,BD,2,890,419,279,3,C,202,61,1,13668
12809,Imogene,Amorine,19/10/1963,Genderqueer,CZ,37,624,358,64,9,PF,202,84,14,13156
12810,Taite,Spanton,13/01/1982,Male,NG,36,442,78,208,3,PG,208,60,26,17707
12811,Pepillo,Sambell,10/07/1989,Male,UY,22,347,482,485,7,C,209,68,25,19831
12812,Hesther,Valintine,13/06/1967,Female,FR,12,416,28,403,10,SG,206,60,6,17374
12813,Pattie,Burnett,03/12/1972,Male,BR,16,835,468,179,5,C,195,85,10,9765
12814,Randolph,Tyson,18/11/1968,Male,MT,26,939,63,412,8,PF,186,88,11,17000
12815,Leonerd,Strut,05/01/1989,Male,CN,1,459,247,319,2,SG,195,83,40,15562
